"protein","sd"
"VNN2",0.529356544339908
"VPS28",0.686014772058714
"VPS37A",0.891638289097818
"VPS4B",0.981279421974182
"VPS53",0.874913510092042
"VSIG10",0.370282773239804
"VSIG10L",0.342193393623638
"VSIG2",0.642520610012773
"VSIG4",0.490161148141222
"VSIR",0.683442518745782
"VSNL1",0.43168171803198
"VSTM1",0.542563254738991
"VSTM2B",0.428306455820285
"VSTM2L",0.643643232493923
"VTA1",0.799086005109226
"VTCN1",0.349536822031145
"VTI1A",0.604519811719091
"VWA1",0.492829545267839
"VWA5A",0.811578369647647
"VWC2",0.460600153554856
"VWC2L",0.495113143853147
"VWF",0.847597553487184
"WARS",0.392220521926069
"WAS",0.735788628861797
"WASF1",1.02929374952084
"WASF3",0.901330964342025
"WASHC3",0.802539010705995
"WASL",0.606019701844887
"WDR46",0.381562035076872
"WFDC1",0.559776845738499
"WFDC12",0.794509997332878
"WFDC2",0.48326129936377
"WFIKKN1",0.489471867859171
"WFIKKN2",0.408971309833245
"WIF1",0.396989931534684
"WNT9A",0.343156831302736
"WWP2",0.605051071905647
"XCL1",0.623320693990632
"XG",0.466745352553966
"XIAP",0.593414278891526
"XPNPEP2",1.11804588490263
"XRCC4",0.408118682295795
"YAP1",0.324566148389532
"YARS1",1.52436189131262
"YES1",1.27782690920009
"YJU2",0.337205288026267
"YOD1",0.667935513271723
"YTHDF3",0.936731534785697
"YWHAQ",0.758330911570505
"YY1",0.284229178431885
"ZBP1",0.41566484219018
"ZBTB16",0.802108159203024
"ZBTB17",0.43906036475329
"ZCCHC8",0.618426622592382
"ZFYVE19",0.933317186482533
"ZHX2",0.356801544391333
"ZNF174",0.38008878028448
"ZNF75D",0.631543918760995
"ZNF830",0.82927178109474
"ZNRD2",0.730309662479214
"ZNRF4",0.560665451862375
"ZP3",2.69302767608803
"ZP4",0.337065601726678
"ZPR1",0.972930081696192
